NU_INSCRICAO,NU_NOTA_MT
0b5295131beb490a0e1d3ac1c77384b286d6eb04,430.304
ab58b4c5ab94887088e6d8616e04317fd31b46e3,629.788
c869448fb5b9ea47f647ea8005fd936725a048df,447.962
d3b6fda859d86b1c0dfc09cd748af1efc74065db,456.271
6f16236c5b24ac28b437cccd59e50edf8425813d,520.631
9b5386e595946817e6da09aa3d7087d9af4178c5,446.673
84323b71b3e94e9d38eff397d31288fadf0077db,511.659
f9f97be65995f788162d8315c36d620456363008,503.048
e0d95e457fb3e5df429c4818790d1c4a7b725868,440.612
4869c5203186da06b9facfc84abe6277cf60667b,448.775
c753aaec0115451ad117c6323c1185c3711dabe5,449.731
82414f56f360e219a988a32179e60d88dc2a6527,451.039
c4ac1a474728dfc62cbae6681c6b650d7c0c924c,421.962
ba7d6e94b21cf77c9356886ce4ceecf1937652dc,539.796
5bcefda8a8272b106c13a2d20bfad5d0c565abee,485.151
e66d155dd9930075cc70d80593a7c3ec0d8462a4,479.513
5d65e9ed84c9503381ea9667fc99e5df6297e0b8,646.145
126e3fc79a293d38a5964e746d127a930263a3db,426.878
a4a26cde436605f327f4a83adb87421a01bdcec4,439.675
726a8dff53b03903c15bdedb253c7cc2d607b941,500.004
d93eae3e2c6f8b00eaec57bb29f526524051d033,417.062
0ce55320384c07cfa81d4f30ce0d5f9bc969f3bb,699.198
4ab7ae64aad9deacdc692450c4f88826ce5c2ba9,435.462
4a4ab9301a90def2ad3dde2468dd99b248db0bed,449.912
844e3e0bca6eb04e4be39381e16637393b37cb6e,412.006
562e0be4d49958983b49e77000aff3d4c449abb4,418.822
61155e85319a27f74cd183e2f0bf47247ed4d576,525.151
a4bc0d3cc7edc00194e21544dcabff472757cc91,598.633
ce547434a88c63905076ee38b1f4397873f69f20,437.705
36f4cb4aab51be32fe82dd472b22b6afd3640cfb,484.629
2c3e48de9bbdbafb49dc54c6a960b8bcf2ab2c6b,431.574
e7c77a2a5b3078f88f0a81ff6dbb02bf2c44f08b,449.467
3ca6347d41bfbf4204b59086ac3dd43739cd576e,477.354
5048b09c39fb52662d335b97e2544b88e9a92eef,476.831
ae6c50f70e80b080e35c3a1c23be89ec2cc3c208,443.048
14c5239ae91ba16015642f25984d7f57a02697a1,459.169
9eff25e9e6a719d6ae4e039366f5f7885fd57c7a,464.277
e79996f0893aec1d3e7095aa3f00b34bca31fe84,425.491
6b7d28480195ae377e7116213aa0089d9a0995e2,435.843
a44671448ef85cb40ebd20732b5c92eeb96a7ff1,430.197
d121ba05db40e4a7ec1f8ee5140a6741eacdfa0d,574.063
70a357d9d8607f064981d8e38f5ec62c9915afb8,497.633
cd2034b4d3be8ece12fdb3bcb723ed8dc7d84e55,562.421
c105d45f36d1710e761ef35171c6e0b93d28c7ea,444.242
bfaf1cda0b828ceed6899354a8380dfc1425f1a4,475.895
5ee973233d3b2c539c826b43b78ec1b5f5840f08,481.161
31eb377d7afffa2ab6c04b36a18b111e69da9155,490.467
b547c6aea174382412cf6481827dfd8f26fc2e1b,519.445
8dc39ce43533987b1865703ad66ea087669923af,608.223
a6fec1f8773ba19000f5a316d4bc0cacf1a3ad51,707.718
2f5ddd2eccdad40f07036aac5263054eb1f05c9e,434.652
5de642276a67326bda40eecc986314eec59dd821,613.833
794b0d35e609fcf9fe4f5212be47059fadc436c4,431.175
75572cb890372e12a79f280c13558eb4896dd3c2,413.39
04cfb620b1eb06630e0d862b68be99db24ef590b,454.695
2878b3fb628b51be16e5e2c4cf1302c45c305c70,450.9
5c705252ee21b9ff119b2b12b6640837b3988c2f,422.088
e1289a71cb576242182a92fc12350bb8ddb815c6,444.137
b5dbdb4d7747a53958de12e38b50bdf742e44eb5,788.993
7a4af6bf3d3098a068b6094e3af6901fa2559195,495.816
8ef569044b4ad923c3dc8ba443b1edd734a8658d,452.535
eb2b82bc6db654a9c85b964b307e957022c143cf,414.622
54fa10a0f1ddda561d40edd89f6a06a9228a1f99,440.081
ad3508af3f8624b3c33134fe64d3f6a005521f89,466.373
ea9c5e2c29219ae6421273d19fd03e4dc1ad2cca,470.56
f77c8e51d7c34e68079d11274dd2a0f0ff8187ab,408.661
2739eb1299b8d443a184057aa38daed5dd19bc50,456.701
7fe6d2dbd3248b2f78311cc999b8499ae3251493,438.368
12e7e1bfc8bda57a88719da4941811634781e72f,446.903
d9b1c88212d0d213b10615b70bce6eeb4c40f7b4,429.046
d5f9d8726f85a0e3e728a217f93035918648d315,731.727
77ed3bf197ef4d58770701128341fe97a7a98513,556.664
a191f5f6665a24cec34450aff3c69f68c0e0579d,641.876
9afdfe6c386e81e45555a0852401a0d5c870d41d,462.338
c82b7dd05c036612d1e9ce5ace9bf1965b3d26c4,528.537
a6e4330a34bc6a6c87c7ffacaeac917dba885db5,466.162
d6c5d0cca590548cbb111958b8995a1fc6d89d7f,580.497
ab61b9ffa2788582136df0991db3ee2d69d0d9a9,437.244
b4d25b1cf44a7745a79faeea9a05723135d83bbf,490.115
7b74c36d4bf559c5e934752d268ea03d8a124125,561.638
b384d4fd5e6f6ea82e01831539d16a9fa8f91cb5,482.821
728d4f7e0de8aedb110fca556c3f420baf4aba76,597.368
8e2554c9abe788b651643eaaca9be85cfcddbaa1,509.875
33d6bf2d7496984d704a5bd9664bd48df172c074,513.235
f36b2a93b81ab7ed145bd055f1f234060fa0bcb5,441.312
c77c815f9d63cbd95e09f5f89ff9ef2763939abb,487.0
6eb5f586dd24e6c60096ae8586f866841e8f4791,405.5
2cc6e2ca077b6682d4d7f8ec4802c93832109fba,452.667
ac0a3d8daaaa192ca9a1608a08ec522376ed4e41,441.485
8aa9f2cfbd4c9c5ea033447e0ef610258faa3574,422.083
d95cc0b79ec9edb1febd3f457e4d4c0ef13ec56e,413.324
60da8c3cda54a349b059a0a0ebcddf108242ef76,593.221
0e6722ba4847f0521eb339ddf71ceba0a922af00,537.47
a2f88229222b89bde44a5b6aed6105b0850ac7d4,406.06
fcf940ac1972db6a992f1b35af6e6939eb62b682,451.514
baea4c310ad48f89035e5a677c2407345b8353f4,418.327
1272cb22998d24c1de9b43a4bd8465300b6750f0,433.844
968e2e7008b092d66026135f3c1ad7b6f95768fa,430.054
8e65bdb9d9ccddf5810eff8036dfee9873bf3f70,514.911
4a77bec36c230119e16e282758ba9f3f18cec0fc,749.999
22614a53d7e910e6c98a974d6c9be4d314e74462,407.029
d82c597039c477b40278be2031cef88a2a761af6,600.124
5312f0c3c82cb02cfcbaa0fc1f9ca301a8537afb,477.908
f520745063d848447769542cce26695db6afe6b5,448.256
251bf22232ba2e8e2770231ad11f747bc3b29c0a,458.576
e4105ca257ca4ac4b72de56a6868470763be85b3,469.541
6f21c64bbe0cd15e83ee8885e2f296091aabc1e7,537.363
1e1c8bedbf49f0027adcd50e1099d5809b007b65,449.027
8f941e3afbcdda462cf0ddde37dc2ca0a3f3b715,440.607
d4a6f040ed7cafd0ec70ef83181afa59b7b5ecc5,636.286
529ecea85d3a3016381a3025d926547af7f6bdee,525.407
ff7d1df6f7d3bc71985c64434ebb3a4d337e136d,452.25
92c3f3a7c49512b4048ce89aa920c83dac79f295,460.823
c7a6926f982c19e300038bfe47e50ed99c2259fd,473.501
4200581790d7690f548380f340ebe97db91a84ff,471.091
1c727935207067dc1f29aac3cabe8400f4afe3a6,477.895
797b225cc39780d3dae2be517650d6abf1b1b20b,429.553
094ab89bf55fe688a34a8f6189d20b3a0e8ce9bc,557.835
58607003fb323006c267291a8c360bbb627d2724,476.76
7cf2bddc56655ff41b19bbff9456cec3d3488775,535.831
9ea7b75d91aa1e25a4a6ed86531e9b0d1979b193,487.937
b47e73c67cfccac8b6c39ccfa515d91b002c9419,417.349
19f865b42f5baf80dd24199e39d4a625ad169daa,515.845
ae56e8b92f2c420f2834ec796dd8e17dd06a78ef,583.564
ad27dc2e4abe46dc8006ffd454d4a9d757e94495,534.176
c271d8f5e865b726973366eb1acb6eb530a39a29,554.724
462ebc6f18f85a16beebd8a63e718699aa93572e,415.682
e41c66eed02a9400e8bb1505ae636596a583d7d9,419.053
8ab92e2f6f4d494b69976e66304220f352d2ad9f,583.299
97d511faae7f1b529895edcc0801680941372c89,448.067
58543bdd88bbfce047f94c6024113f9c67443ccd,464.455
a8ff98be02bcfe5ee1b05b1750db420c784f10ea,487.246
43abfac89c4274d0247013b7f4a72ae44f40b690,637.189
c97f92f5a40287103a15825342c07c6934612f91,552.458
22568c4df5730d237a6d04638236b4a4275045b2,541.387
113ccbcb274b0f8954abd840d3b2dcd071607c48,429.005
e0fb4330b31139d54c03d4aabb28630bc8c04f2b,540.323
562bb73f31a3db46c653a8f0f6eaeafa26f84d9a,455.659
d318cdf726e75a85fb06b76f0706d82a39d5f529,479.575
116e49b21d5e738a4c69465bf20533a7fd585387,485.793
c2be312fbf3fe56179cee4416c1ee84ade5f4106,413.452
9bdfb153d795b81949f9a5ef90748ab1fc30f40d,494.548
296f962d9811dc774920859f38e90711223aeb71,450.603
74079588e7f80c24c90c275c0753fff1b82fde04,452.327
98ea40f72dbdf492c2f9d72223ccb4e3b6909542,442.278
359af3a290a0542fe3bda2d0f711f6ac48ceaf59,433.382
b26072005ef6318e6365d49229cc4ca9f278a92a,650.636
81ea629aaf5c8a03413b8e3acb1ba509b03b97b4,406.499
44c3c8ed6d54ed6c23b5690fd7edc54b7f64804b,441.828
6f6c43f2567f080b6cc85b120e03b4cb192888fe,507.964
2d4db02e840bb73a3d079f65fad97ba47bef2649,484.751
d16ee29661d6438fd246ac1361551391316b3c93,431.781
ef88ba7bff10c3901a068763fd308ec0f669989f,490.387
fa7c7baed670c091595d5241ac60388158d865a3,499.734
4b1272abd1c223c6b3866738343d0d1a187bceee,483.733
9b3ba216b99a9facb99d291a24ba7f31f7c16d47,631.119
b30564e6725ba49f41a300b9d5b4a4d60dbd2e96,704.857
6b97e401a2380ea07eb4cd9b23a36c2f65bb571f,513.774
9339e7edd9c9f1fd6315d21cfa5b8a1cbfecccba,600.296
85532a763d300142aa5730640d6557e951c9d5a5,453.876
1d0c6ccbedb71ac35c84230c2178b1e63121d981,435.052
d9f19fb6fb2930ab8b678a7b0323002ad203037e,415.388
548afb11f5558a98d60d15812ce420183be2384c,397.648
0df706507e7b9949fadee6ca5d133b6121dab638,418.366
273f728f72746a324f8edca20016b31ebdfc69c9,519.715
315664ca896144a5b09dd9fefa1118c077850632,524.693
2b16ff985a0e98893657e86f03e31a1b9cbb76b5,450.253
21fd3328af19163fa8b6aa5379c514cbb80aa40c,653.158
5fa5d2acc9f8a67fb4429935481b238e2bfc304f,561.471
991f7e20c95b8ccfe1e778cc46271298255ef03c,514.568
74fce1f1cb212c9bd565c567e67dd36c4c8f0195,742.178
15e213eeafccc2104b09e68d19bf0d319e6b3d23,503.83
1980b884a95091958fed36f2a25f4f67d951307a,470.766
85d8f06a32db9cc5355cf0697f01f6f72ee6990e,527.405
bd6f17903c51d67ddc4dfb0ae966e71d6d7de048,525.44
0d607b93f4fb2c0bc4a101d049aaa2afd95c2403,484.131
38322f95e4b41e66fe73b075cf7a85d8eb1f4078,748.264
17b5dd38279725f7bf42fd672087d34581aac7fc,496.147
8309b6e358182075fe70ff33ffb819491bf7dce4,500.653
18cc562b243cac2c8f6e88260ee7de9345e511da,515.065
b8574cdb72d7c948c3c536501930f4998cefc5f8,528.624
7ca98c72cdf85704e7b3a4380c875482b6ad82ec,524.198
642d4d14f3a42c4c70371c9e647d87c350756dfa,724.544
6047a4238c87b04f722c0bf2705289ab82c0ffd6,431.581
c2cbe6a23cc008611e77294497830f9e92e8bc97,757.577
8635319581b84dab491c5ebbb9f2527208044d6a,447.132
baa3231770de496cd7901551292411fcd175d6a5,442.558
4bf785c67b51c1b629cb1e3f2f3b977efebd9a05,409.931
4a2ab5dfbbfaa5c1aa85487050b2bb4f6f6e2229,457.252
9306c48c3b1941bdc4639843294326772caec025,562.195
4d911ccccddde4e30483e3f79293bc0c936176ea,476.088
c196ee2052027994534830c4326b3f636f1b74d2,445.756
915efb3607fea8a03fd1edb816c912cc537edb9b,490.504
ac1df349db67d05cd3b442fc71eec050caee4525,441.362
603c228e78a4706ed100c1c07c76ecc13288425d,489.749
118799dfc52115ba91843fd2c77400493a8c2720,594.164
23b99de44a07ea38f827ad0714169bae4bcc8711,527.29
895b5ffe20d0f0f2dda0c350b87b6f72519bd626,450.967
aec4c0beeb85804832670209b2184df3b3c600ce,423.055
1f92470fe8137bcc16059dff0384cde43e2db448,607.704
3dcbf6f39004474343ddb2cf52cd58ede4aad3c2,457.219
a62072894278c7e7aab0c7239d2ef25e259c9849,430.495
d4ea760a67ed0ba257c76fd9a197708642e8bc62,496.456
53e74317befbb39e2f5c738c306fc6d34aaa192c,513.164
2c9618dd62fda981e539fca57ee3be6b6de870ae,429.384
8500865acd482736233a43a6b616705bec5928dc,462.004
ff1e071446d5f6c03e9cf20cfe0476a4db8627ac,447.71
fe1d5e20196d946c045d658dbd81de762c858bba,525.53
6b1071436aa5429f5ca0f6603454282e572d5ec2,406.991
701b94e2722c3bccbd419973779c74cd901cbb49,558.107
e1e0f0d959f4966498b7cd1b8aabab29bd90c7f7,436.481
40272b7b6944953d19441f3d11db1ca6259036c7,458.265
3aa252c007ed0bbafa2ace65310083a6d48e6ebe,458.027
2da6c6fcffd9bd22e13a8717b62ad8b7eb4381e1,424.215
57aad26f657f508f28e7a4c7d8917a985a54b44f,430.801
61df053a75707ec0fd8e8cbe49f5bb79e7d20328,512.221
f212e61eadee0388447fd7aa71a63b5b231ec46a,434.678
e50870ccda7ec32760ee23f08e9c9dbf0288f47d,556.378
067c07859139fba60b96329bbba80fed79ed9535,520.77
7355cdb97afc51c0d4fb1895d407adc1a826130b,453.515
3c69a9f903494bc62eab1f114782bf8eb8380e95,447.48
74aaf71b443f1ced65fd4c071acc0b5fe9079b97,432.08
f6b570f463b91beb332e1e5be09838dea7214790,455.572
cfa20d03b8d493eb00a3e91d3dd0f93573e625f7,563.922
23f42cbb61a06a505bc0fb98585945008f83f1cf,433.373
1b148ac62bb092fc8e1b5340ac12924dba7d3715,463.763
a714da15af9873f1ef20fae52901a9ac1d8ade35,467.835
6c45e7e2a9578ff4887d8bc05ca5ab4faed336ed,556.943
0002c409e1ee2353dbff680d9a7e77a5f0b50a94,481.822
46eefba83d46b5adb275c69224fe09fb630d5358,574.069
f571bde7cea96e93003f7883f1b9850f96fe9c6a,506.788
e248d194082a8831734a6e3a34a58f6aaf5039d9,455.144
3490b0c6fb958daf5fb36d327ba17d34ed8abd90,446.262
eb43926f5b09278e6bf0d34a2440bc8670244656,461.726
893adc250ec2d94bf7fee352c7c17cb765d333b6,450.51
25ce5386c14ad7d2b09b2b8ea40f60a5bd83570d,460.283
21e7c065af2be78876ed12d2efa20420080f6275,474.181
4a8387ab4e484323ab4c1685f2cb2385b2a42ee4,428.864
972908d6e89a97159ccb1dd1d4892cb970cae6a2,460.064
685b9a65ae48916267ab7503f8f55a3a466abd77,599.559
8064c6c452997eb96ae79e2d5d3c348581e78b14,658.607
8605485ed65313a27e96f467456f1a53f1107500,488.505
768fc57d371dec37913eb51f11818650d83b7e63,470.083
8c8cd6bda53fdd340de2c63fb5d4efc54a7922de,440.457
f6554ffa8707a96d87ac0a3dc3380505dbe25dea,525.707
be93a3a5cc2fb1ddb9d47ad74f85331b75348778,415.145
b0d03f4d46aa50849796dd95473755112c1fe26b,440.383
02f3fc0644c3a974b1ec0dcf6687f78d5a000d58,435.858
a54ddb5376fdacf5cd1f0d1add5ded62330342b6,466.026
28f15b94a9475a6ee13da565eca0c6afd162c4b8,451.708
1bceec9f2b9439b2ba4733e3527da7d5063df496,409.558
9b48a44fbc521e33f99bcecdcc96ffc598e6e632,423.332
9f857ceeebe43dddaaf84f944c3c94a664ff2bda,524.249
fc0624bcc7e605b2d20a3a16857675498491654e,476.178
6860ba98c2c65893de299e4755087d5d6b6a6033,467.159
4f2370175e8559143c43b30788b65260884ea2f9,464.67
837c933e6e8b380e440024abe3eb4ce9a7ad6315,472.222
2211d854bb3e5dc2d5fc07f73066e41d3a5693dc,457.598
1ebb9d6032291ece52576d2d08192d9b2b99f454,708.557
d958d954eecd475a0531335ec908bdaba301921e,472.201
14bd9da1a22b6ce55c9ffbc04f9f6bc40333d4d1,431.285
3834a3cc23a38eccc9189e8bee7ee358b75fd635,430.967
d5b79ab72ba5a5aa8bf3d9fe16bae73e39b9dde5,496.117
ef49c026fc5471e8c1b56e3fb2419b946a33c76d,454.547
9374367408d6d3a00bd23fafb447f0fe9800b278,484.603
c8cf85985775108a962f206bbc07f9b96edf577d,495.989
e4220a05813204f233d232a847cf24d60fc460c0,518.226
66a58d3b1020e10bb366884a26853f1d267bf42a,441.633
83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,444.665
d084e1c3d7146dbef3c6481a96359948bf91d7db,479.442
da3e65bf356c83ae8b3d572a791a96b8dfdaae63,507.333
261b29785844821814715b52511dbe7bc6905168,510.843
f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,412.606
8883c8649e0df6462c6f4a06ea6e9595149bf6ac,436.464
cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,478.937
2aee59a8709e9bbf7de39903fe1172fd948e44c1,550.262
cf71722a9c4e583c4931ebc390cfe917e63e80c1,475.611
39905ee60f2cfbd2c06e6af96595c470ccf74d3e,436.741
0e326387495f24745d2bc6110ac18f3580e56290,526.806
f94f945618e9047bdde48cc06cc7a6e0af719a37,411.592
0dcb5c89c0eb43936e7f1366f1dc76fec085d040,465.204
580063acdd223dad07639900466c199c7ec6de6f,466.927
265f10f7456631dec2915feb97ca6b706d8afb34,439.199
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,544.559
c60905dd75c5c4ea022000a0d832d19e7b1de7d9,468.536
7ff56884aabc69f1d8b14577a6407ac705d35620,418.845
68199e9559d14e9d3619b1d9d5c2ec12aaba571d,521.6
3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,462.697
424bdb568028c00e963fc710f7a31107978feb84,424.126
9fc249e4d6dece656c8796d34208d45dc535c3a7,542.733
827c808e5a3d17b81cd7cb9434f92b276416a39e,440.526
3b14b7a79a33800100b57153088a4658c2979c57,430.579
5916e2530308e5ce4602179367a5372a5f5135e2,459.244
a5880689fa0d7e2b80596a17c3f6a9e85439d398,500.205
c8cf5c4159c454809b801ea438db3974e8242c7b,507.381
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,598.064
68043cf6df7116c4fbe9e8c461155a79d1149997,509.466
ffbf2b9497516c22da904a5736fef527ba8b868f,431.303
5001def5a54c7352a7f5efe6ca553cddeca44e73,493.725
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,584.347
c57a918711e5f9909c06865804a1cc13ccb38936,445.825
d43c8bc37d22f63102d62317b61cbcdb1331054c,567.171
373440621611720645f51dbbada979c89bb14cd9,481.718
6cb9ea06bba586157fee26eb9d3642894fd55b43,446.267
84db81d48417a1f9bef9a5b72a0eb395b5a9846e,480.381
36f872f6120d768d0659a8dc67903c0ebf85f7e1,423.507
32ecd1831c2972d2e350967d4c96614030d9c2e6,450.347
9f9fc9c670143177022b7ea79292186768fb3849,435.948
fe8333dd7a48c2c6da19394b93e6413b2d969588,716.403
993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,551.162
e7155d360d9614f96d8f28af8cebee412228e753,467.967
8bc5a02113c1d872fd3d7c745df40e622400e51a,643.115
e3674c21fa2357713f79e3e228580d7a772c62ca,513.025
9aa4a411cd914b73b9d2843d50f7796dad1c0969,449.653
061ec45bddd19204b4ed9e1cc794b116aaffcd97,635.594
a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,450.915
83400bcebb04d1605ad7d37568b1bf4bde04b494,438.397
54899865c8bed8eb4d54c8d4c8ae09a30864290c,661.4
63e7e834e16f11029f62736780b3a101cac5e5f8,600.68
dc7a06efb8feb5e397b1d57d5478e2965322e80e,450.15
8ba8d9f7e4d980b58556226d906e2236659cda4f,417.083
ef52f1830fe4acb0d7ce223353a239b3fac81925,426.694
873ca0475258c0454ff969ff7f8b779c30729f48,467.965
43d7bd465f67853f09b8ea211afa8cba29d6452a,406.199
0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,416.474
691a5440a2e6406b5444e5322ca44e06ccb3ddf6,544.129
49a9e7f2baa21147daed25a03be27ef0d785cdaf,403.052
f9f2a8ef22a9ca0df9043d97f8091821346f7efa,571.892
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,560.742
c57e5c73a18d895c0d10f18f4ca74d5073c16698,533.542
20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,457.298
291eda98ff5f826d1adeec3ce1efc385ece76e7c,429.157
a976f1e8f9ba929071999ca384edb2f2bd0e0026,457.551
601eb56c4870e7f3ce567bef879997434fab6978,440.914
195b20dc6c758d0fb1709ceeb16fff1be40ba63c,492.456
8d2007f35400585b1a23535658a56e3f56deae16,559.366
504fb778c3000f0f74c49d28a157ef535df7b26e,456.432
41486a1936312d298dd64860a5d146bbe6e1f6ad,454.527
eaf79174460e09e7653d588de06f97e1bbd42138,516.821
cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,418.773
2181b6cd1a507e4be28b56bc22a49fc0c508891f,461.858
5cf539ec5fbefdd7e36c73555623aef55261b30a,590.917
cfcaab878786f9216a4d8433f2a46bad9276aee4,441.499
1b24de7ad1184ad4a97f373e876b96eea61c6b17,509.823
62add403579d50fbee420593bd16447b10679b89,468.601
e00b16108ae0577000f16ced5a92205b35879b17,436.888
3c4914af467ac58e125a45a078ab6cd43e13b655,437.399
2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,418.183
df7d7db821755b6e9a024a3cebe06b8155d9c708,436.18
8134453bc66345ba09033fc2118df694fa6a5299,448.561
6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,489.875
b04d55df23021bca201b74ffe2e63ea7f2449877,478.097
3f318550fb1494cc6160d1e031ae29ac2fc065aa,472.495
c7cc0461b2c741ae81ee815a975dc6b9e514875c,438.235
af6c4e9ec5b12de767977306416bd0d9447d310d,446.065
7b309e8114f95274ac95aad6697df953fce1d861,446.81
1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,434.632
adcb305091a3f8b4a9771362caaae7d2b39465c2,458.153
3b08ec5615162eeef39ddf97c305601f8d6be53c,658.663
dd8bf6ed8a7291b0bac35478a7d4812939478898,510.037
298c9c61c87385c00c8eaa4192d153a8d059e411,445.528
64449fe7c928f02f796c5b0d527c681b537f7859,460.794
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,589.57
f0d08da594cee151c351acda8e05cedb7aa8f2e6,529.019
cd2030092aacaa9580845fc92189ad3bc1a88129,402.441
1372e1ae0bd729de3f59baae76f62b02b73b21ac,458.691
3a74629fd3af085f644ada2fd31359de263dc95d,442.057
c5c4d066740c70017879a186e3df0b148edb1785,422.922
93622845055ef268067ee6964763aff9683e8360,441.959
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,424.544
7e760b93b2a189673c81aff7015aca45b4f50f3e,458.447
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,426.461
04013eb3b9f5e047e3c384cbc124d6be434890c1,425.461
da0d4b43fd0c5896ab67944d72aa269aa842668e,581.876
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,468.694
bf751d79db8096cf876ac75002003bf2a7da2035,440.107
726af52ecc5309864376cfbb79843e4d9bc67eb0,519.837
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,480.594
9cb5797ed8f7ede425ba307f769774b42460774c,450.772
ac75c3f733f769455017ffdcf9b4ef75af3f853b,431.472
8c408798149631973f52a14f363b604349f3425d,636.773
b04c28955fd0f07bf69fc01d69aed8d166814b31,438.819
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,462.889
fa2603e1077c05493a48a74c6365a8d938b9bb58,464.581
0432abb93e94758393c78d674c53761c8e7547b2,434.253
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,513.579
40e4c903604e672a031abf55a0e9d0be2499e19d,539.01
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,551.735
ae275ec587fa99cbc535a14b099e9a53418ad6f5,625.693
a40bcb038126e8fcc18613587d349c451b17495e,638.086
9b19bbaedd6ecaef988bef930c5793119b19dc00,456.792
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,445.526
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,459.733
46ef075a91ce3096159d24ef137e502955a2e92a,461.183
0fd2ebb2cba41467a2f1f064879e27c14671db11,424.144
1a4a64788e42e62aebaf976e118e4312f271be20,552.615
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,498.744
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,459.066
d920d310fa85f5d607cddd3f366d1fb4901372da,466.144
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,462.766
ba01e15e5a2f24d0dd9b724618655a329ad61213,452.382
dbeac2f05498472ec708163898309999efef03f2,402.015
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,544.339
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,470.04
825b9a5eb0d8725082051b41e082aed01dc9be7e,451.274
67d77c90ad21e26bfc94677547f6910b01dc1d32,438.441
74271d115ce6ed32aa2aa834385200a606c62bce,402.886
6efd349903f7b391b6f920cc76de7b507258a8c9,442.833
c0934de7b64b1ea909ce77c97580606e18936874,558.594
f81906feca10f1eeb5153e9f662a06040dc795c9,529.165
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,435.019
2ad02e38865830766bb87531dcb154852364eb39,516.742
f986cc713f62755c8e4e47a388f9775fe2f46b40,451.937
143481c553f2f07d71a7b02d4364cf716eb213c3,505.047
7c2c0ca131808098924fa3305efe67029c95e527,492.887
862074b9b6dcb5e90476279725b9d0aa991f1e86,445.87
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,437.564
cd532929efcd6be773ba62fc83c631a77eb24e94,678.281
64a70bc39c408304ecb8e572765315a3896ff833,470.722
5573caf7f47589820461e64565f85c11bf9f122b,473.145
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,586.451
e7f989fad23aa525007003e7d1382ae56c9947f5,447.626
44b8f6f734d554fec0da2e60da8d27868798c802,451.124
34d6082a74330b3f5bc565fc573674afaa03f661,809.568
d25c087f96c3997d6328b953d4a710d27ef5838a,471.61
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,480.798
e447d3f2d58677fd267d7a03f501ef642a1d4e06,435.46
fbe1950b1a096572f21ea11345473fefcba6c84c,492.143
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,441.76
48bb95f95bf1597bd67366fb50610ada3df98863,424.73
51ae593280f360e68b5400abcbb0d37f1ecade71,865.712
6058199e6bda1e0af51a1186b65ff76d4fe4035c,518.175
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,422.194
31a4df5d818242efa0d50309c9bd5e503d3811fe,458.782
89c71043264315c4e0eea0f8775363a12dc82061,421.685
81d76646552b14b85adb5d258e5a135fd7ddb86a,456.259
c4a3b96cff4393b06246604527f1a558ad8b66b3,504.513
45eab0d008b4971810ca4b2d7b735916d9991a9a,645.274
982fd0566d5924b506fe1477fda3513984c4c702,541.057
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,492.813
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,441.903
8cadd025151167286941b7d4f113e0335e046bbb,602.419
6629196865947bb489338e3fa1c9f0e56614ee72,470.571
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,436.475
bff7d200b32aa005540af908fb325a46ca9bb742,428.873
5d42040f9935aff1dabc32c4f5a578148138e1af,428.753
